Property_ID,Title,Property_Type,Purpose,Category,Price_AED,Rent_Frequency,Bedrooms,Bathrooms,Area_SQFT,Price_Per_SQFT,Community,City,Tier,Latitude,Longitude,Furnished,Completion_Status,Agency,Date_Listed,Date_Extracted,Price_Category,Bedroom_Label
PF100103,Studio Apartment in Deira,Studio,For Rent,Residential,14332,Yearly,0,1,2497,5.74,Deira,Dubai,Affordable,25.262172,55.306872,Unfurnished,Off-Plan,Fäm Properties,2025-01-10,2025-02-20,Affordable,Studio
PF100104,1 BR Penthouse in Jumeirah Beach Residence,Penthouse,For Rent,Residential,61795,Yearly,1,1,1643,37.61,Jumeirah Beach Residence,Dubai,Luxury,25.084505,55.127327,Semi-Furnished,Off-Plan,Driven Properties,2024-03-04,2025-02-20,Mid-Tier,1 Bedroom
PF100105,Studio Apartment in Bur Dubai,Studio,For Rent,Residential,17080,Yearly,0,1,485,35.22,Bur Dubai,Dubai,Affordable,25.262125,55.293287,Furnished,Ready,Provident Estate,2024-10-10,2025-02-20,Affordable,Studio
PF100106,1 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,27204,Yearly,1,1,1819,14.96,Dubai Production City,Dubai,Affordable,25.03751,55.200863,Unfurnished,Ready,Coldwell Banker,2024-11-03,2025-02-20,Affordable,1 Bedroom
PF100107,3 BR Penthouse in Jumeirah Beach Residence,Penthouse,For Rent,Residential,145999,Yearly,3,3,434,336.4,Jumeirah Beach Residence,Dubai,Luxury,25.080006,55.127245,Furnished,Off-Plan,Allsopp & Allsopp,2024-09-15,2025-02-20,Premium,3 Bedrooms
PF100108,4 BR Townhouse in International City,Townhouse,For Rent,Residential,29976,Yearly,4,4,3611,8.3,International City,Dubai,Affordable,25.158818,55.423264,Furnished,Ready,Savills UAE,2024-09-20,2025-02-20,Affordable,4 Bedrooms
PF100109,Studio Apartment in Palm Jumeirah,Studio,For Rent,Residential,133713,Yearly,0,1,1297,103.09,Palm Jumeirah,Dubai,Luxury,25.122176,55.14474,Furnished,Ready,Savills UAE,2024-05-16,2025-02-20,Premium,Studio
PF100110,1 BR Townhouse in Jumeirah Lake Towers,Townhouse,For Rent,Residential,67024,Yearly,1,1,1558,43.02,Jumeirah Lake Towers,Dubai,Mid-Tier,25.074373,55.14202,Furnished,Ready,CBRE UAE,2024-06-21,2025-02-20,Mid-Tier,1 Bedroom
PF100111,1 BR Apartment in Mirdif,Apartment,For Rent,Residential,54826,Yearly,1,1,405,135.37,Mirdif,Dubai,Mid-Tier,25.213736,55.415365,Semi-Furnished,Off-Plan,Betterhomes,2024-06-01,2025-02-20,Mid-Tier,1 Bedroom
PF100112,2 BR Apartment in Dubai Hills Estate,Apartment,For Rent,Residential,68952,Yearly,2,2,2024,34.07,Dubai Hills Estate,Dubai,Mid-Tier,25.114422,55.242913,Unfurnished,Off-Plan,CBRE UAE,2024-10-01,2025-02-20,Mid-Tier,2 Bedrooms
PF100113,Studio Apartment in DAMAC Hills,Studio,For Rent,Residential,39811,Yearly,0,1,2363,16.85,DAMAC Hills,Dubai,Mid-Tier,25.021731,55.243102,Semi-Furnished,Off-Plan,Engel & Völkers,2025-01-03,2025-02-20,Affordable,Studio
PF100114,Studio Apartment in Palm Jumeirah,Studio,For Rent,Residential,152781,Yearly,0,1,1945,78.55,Palm Jumeirah,Dubai,Luxury,25.110925,55.131159,Unfurnished,Ready,Allsopp & Allsopp,2025-01-30,2025-02-20,Premium,Studio
PF100115,4 BR Villa in Dubai Silicon Oasis,Villa,For Rent,Residential,39456,Yearly,4,4,1383,28.53,Dubai Silicon Oasis,Dubai,Affordable,25.1164,55.384062,Semi-Furnished,Off-Plan,Coldwell Banker,2024-11-07,2025-02-20,Affordable,4 Bedrooms
PF100116,4 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,373407,Yearly,4,4,4491,83.15,Arabian Ranches,Dubai,Luxury,25.055409,55.261384,Furnished,Ready,Coldwell Banker,2025-01-25,2025-02-20,Luxury,4 Bedrooms
PF100117,1 BR Penthouse in Al Nahda,Penthouse,For Rent,Residential,20374,Yearly,1,1,2157,9.45,Al Nahda,Dubai,Affordable,25.289875,55.383992,Unfurnished,Off-Plan,Driven Properties,2024-07-10,2025-02-20,Affordable,1 Bedroom
PF100118,1 BR Penthouse in International City,Penthouse,For Rent,Residential,14139,Yearly,1,1,673,21.01,International City,Dubai,Affordable,25.169935,55.405765,Semi-Furnished,Off-Plan,Espace Real Estate,2024-03-21,2025-02-20,Affordable,1 Bedroom
PF100119,Studio Apartment in Dubai Production City,Studio,For Rent,Residential,21608,Yearly,0,1,1650,13.1,Dubai Production City,Dubai,Affordable,25.0375,55.194216,Unfurnished,Ready,Driven Properties,2025-01-06,2025-02-20,Affordable,Studio
PF100120,2 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,141442,Yearly,2,2,4506,31.39,Arabian Ranches,Dubai,Luxury,25.047555,55.272535,Furnished,Off-Plan,CBRE UAE,2024-05-25,2025-02-20,Premium,2 Bedrooms
PF100121,Studio Apartment in International City,Studio,For Rent,Residential,21494,Yearly,0,1,1441,14.92,International City,Dubai,Affordable,25.164782,55.420044,Semi-Furnished,Ready,Savills UAE,2024-11-14,2025-02-20,Affordable,Studio
PF100122,Studio Apartment in Mirdif,Studio,For Rent,Residential,23411,Yearly,0,1,1419,16.5,Mirdif,Dubai,Mid-Tier,25.225154,55.41438,Unfurnished,Ready,Espace Real Estate,2024-07-23,2025-02-20,Affordable,Studio
PF100123,4 BR Penthouse in Business Bay,Penthouse,For Rent,Residential,89340,Yearly,4,4,881,101.41,Business Bay,Dubai,Mid-Tier,25.190019,55.274436,Semi-Furnished,Ready,Coldwell Banker,2024-03-18,2025-02-20,Mid-Tier,4 Bedrooms
PF100124,3 BR Townhouse in Bur Dubai,Townhouse,For Rent,Residential,42378,Yearly,3,3,3381,12.53,Bur Dubai,Dubai,Affordable,25.249433,55.293688,Semi-Furnished,Ready,Betterhomes,2024-11-17,2025-02-20,Affordable,3 Bedrooms
PF100125,1 BR Apartment in Business Bay,Apartment,For Rent,Residential,69418,Yearly,1,1,634,109.49,Business Bay,Dubai,Mid-Tier,25.180642,55.268239,Semi-Furnished,Off-Plan,Coldwell Banker,2024-10-06,2025-02-20,Mid-Tier,1 Bedroom
PF100126,1 BR Apartment in Mirdif,Apartment,For Rent,Residential,40334,Yearly,1,1,2060,19.58,Mirdif,Dubai,Mid-Tier,25.213318,55.421764,Unfurnished,Off-Plan,Betterhomes,2024-11-30,2025-02-20,Affordable,1 Bedroom
PF100127,3 BR Apartment in Al Barsha,Apartment,For Rent,Residential,46203,Yearly,3,3,1137,40.64,Al Barsha,Dubai,Mid-Tier,25.104528,55.193625,Unfurnished,Off-Plan,Fäm Properties,2024-04-11,2025-02-20,Affordable,3 Bedrooms
PF100128,Studio Apartment in Jumeirah Beach Residence,Studio,For Rent,Residential,75096,Yearly,0,1,2063,36.4,Jumeirah Beach Residence,Dubai,Luxury,25.069714,55.130504,Furnished,Off-Plan,Allsopp & Allsopp,2025-01-26,2025-02-20,Mid-Tier,Studio
PF100129,Studio Apartment in Deira,Studio,For Rent,Residential,17147,Yearly,0,1,376,45.6,Deira,Dubai,Affordable,25.268895,55.301057,Semi-Furnished,Off-Plan,Savills UAE,2024-07-10,2025-02-20,Affordable,Studio
PF100130,3 BR Townhouse in Deira,Townhouse,For Rent,Residential,28528,Yearly,3,3,3668,7.78,Deira,Dubai,Affordable,25.260117,55.305995,Unfurnished,Off-Plan,Allsopp & Allsopp,2024-12-13,2025-02-20,Affordable,3 Bedrooms
PF100131,Studio Apartment in Bur Dubai,Studio,For Rent,Residential,20472,Yearly,0,1,2084,9.82,Bur Dubai,Dubai,Affordable,25.254977,55.297679,Unfurnished,Off-Plan,Provident Estate,2024-08-21,2025-02-20,Affordable,Studio
PF100132,1 BR Apartment in Dubai Silicon Oasis,Apartment,For Rent,Residential,20630,Yearly,1,1,2473,8.34,Dubai Silicon Oasis,Dubai,Affordable,25.121099,55.389518,Unfurnished,Ready,Provident Estate,2024-07-28,2025-02-20,Affordable,1 Bedroom
PF100133,1 BR Townhouse in Jumeirah Beach Residence,Townhouse,For Rent,Residential,77599,Yearly,1,1,1771,43.82,Jumeirah Beach Residence,Dubai,Luxury,25.078248,55.138104,Furnished,Ready,Engel & Völkers,2025-01-01,2025-02-20,Mid-Tier,1 Bedroom
PF100134,4 BR Penthouse in Al Nahda,Penthouse,For Rent,Residential,60478,Yearly,4,4,1623,37.26,Al Nahda,Dubai,Affordable,25.299185,55.381944,Unfurnished,Ready,Engel & Völkers,2024-04-18,2025-02-20,Mid-Tier,4 Bedrooms
PF100135,2 BR Townhouse in Al Nahda,Townhouse,For Rent,Residential,33641,Yearly,2,2,810,41.53,Al Nahda,Dubai,Affordable,25.288939,55.370884,Unfurnished,Ready,Betterhomes,2024-09-24,2025-02-20,Affordable,2 Bedrooms
PF100136,2 BR Apartment in International City,Apartment,For Rent,Residential,35211,Yearly,2,2,669,52.63,International City,Dubai,Affordable,25.1656,55.414041,Semi-Furnished,Ready,Engel & Völkers,2024-09-24,2025-02-20,Affordable,2 Bedrooms
PF100137,1 BR Townhouse in DAMAC Hills,Townhouse,For Rent,Residential,62754,Yearly,1,1,4246,14.78,DAMAC Hills,Dubai,Mid-Tier,25.027327,55.249954,Furnished,Off-Plan,Allsopp & Allsopp,2024-09-18,2025-02-20,Mid-Tier,1 Bedroom
PF100138,1 BR Apartment in Dubai Sports City,Apartment,For Rent,Residential,28865,Yearly,1,1,2093,13.79,Dubai Sports City,Dubai,Affordable,25.05282,55.225481,Furnished,Off-Plan,Fäm Properties,2024-12-09,2025-02-20,Affordable,1 Bedroom
PF100139,3 BR Penthouse in Jumeirah Village Circle,Penthouse,For Rent,Residential,68610,Yearly,3,3,514,133.48,Jumeirah Village Circle,Dubai,Affordable,25.064885,55.210946,Unfurnished,Ready,CBRE UAE,2024-03-05,2025-02-20,Mid-Tier,3 Bedrooms
PF100140,2 BR Townhouse in Deira,Townhouse,For Rent,Residential,39343,Yearly,2,2,1581,24.88,Deira,Dubai,Affordable,25.266367,55.311155,Unfurnished,Off-Plan,Coldwell Banker,2024-04-13,2025-02-20,Affordable,2 Bedrooms
PF100141,4 BR Apartment in Business Bay,Apartment,For Rent,Residential,112932,Yearly,4,4,1842,61.31,Business Bay,Dubai,Mid-Tier,25.18807,55.26157,Semi-Furnished,Ready,Coldwell Banker,2024-04-06,2025-02-20,Premium,4 Bedrooms
PF100142,2 BR Apartment in Dubai Sports City,Apartment,For Rent,Residential,43886,Yearly,2,2,1565,28.04,Dubai Sports City,Dubai,Affordable,25.036605,55.219284,Furnished,Ready,Espace Real Estate,2024-10-06,2025-02-20,Affordable,2 Bedrooms
PF100143,Studio Apartment in Business Bay,Studio,For Rent,Residential,37192,Yearly,0,1,714,52.09,Business Bay,Dubai,Mid-Tier,25.185354,55.265795,Furnished,Off-Plan,Savills UAE,2024-10-27,2025-02-20,Affordable,Studio
PF100144,4 BR Penthouse in Business Bay,Penthouse,For Rent,Residential,97663,Yearly,4,4,964,101.31,Business Bay,Dubai,Mid-Tier,25.178817,55.268857,Furnished,Off-Plan,Betterhomes,2024-12-16,2025-02-20,Mid-Tier,4 Bedrooms
PF100145,2 BR Villa in Bur Dubai,Villa,For Rent,Residential,48699,Yearly,2,2,2684,18.14,Bur Dubai,Dubai,Affordable,25.258248,55.302876,Semi-Furnished,Ready,Driven Properties,2024-05-30,2025-02-20,Affordable,2 Bedrooms
PF100146,1 BR Townhouse in Arjan,Townhouse,For Rent,Residential,39811,Yearly,1,1,4132,9.63,Arjan,Dubai,Affordable,25.050189,55.216562,Semi-Furnished,Off-Plan,Espace Real Estate,2024-10-15,2025-02-20,Affordable,1 Bedroom
PF100147,4 BR Villa in Jumeirah Lake Towers,Villa,For Rent,Residential,92076,Yearly,4,4,777,118.5,Jumeirah Lake Towers,Dubai,Mid-Tier,25.071424,55.147582,Furnished,Ready,Driven Properties,2024-11-10,2025-02-20,Mid-Tier,4 Bedrooms
PF100148,1 BR Townhouse in Dubai Marina,Townhouse,For Rent,Residential,93725,Yearly,1,1,4555,20.58,Dubai Marina,Dubai,Luxury,25.073447,55.139049,Unfurnished,Off-Plan,Betterhomes,2024-05-24,2025-02-20,Mid-Tier,1 Bedroom
PF100149,Studio Apartment in Bur Dubai,Studio,For Rent,Residential,25491,Yearly,0,1,2356,10.82,Bur Dubai,Dubai,Affordable,25.250679,55.294923,Unfurnished,Ready,Betterhomes,2024-03-13,2025-02-20,Affordable,Studio
PF100150,Studio Apartment in Dubai Silicon Oasis,Studio,For Rent,Residential,21986,Yearly,0,1,898,24.48,Dubai Silicon Oasis,Dubai,Affordable,25.113652,55.377138,Semi-Furnished,Ready,Engel & Völkers,2024-09-29,2025-02-20,Affordable,Studio
PF100151,4 BR Apartment in Al Nahda,Apartment,For Rent,Residential,30894,Yearly,4,4,377,81.95,Al Nahda,Dubai,Affordable,25.287018,55.386099,Semi-Furnished,Off-Plan,Allsopp & Allsopp,2024-11-07,2025-02-20,Affordable,4 Bedrooms
PF100152,1 BR Townhouse in Jumeirah Village Circle,Townhouse,For Rent,Residential,30089,Yearly,1,1,741,40.61,Jumeirah Village Circle,Dubai,Affordable,25.053869,55.210779,Unfurnished,Ready,Allsopp & Allsopp,2024-12-15,2025-02-20,Affordable,1 Bedroom
PF100153,4 BR Apartment in Arjan,Apartment,For Rent,Residential,92662,Yearly,4,4,1290,71.83,Arjan,Dubai,Affordable,25.049171,55.206825,Semi-Furnished,Off-Plan,Provident Estate,2024-02-01,2025-02-20,Mid-Tier,4 Bedrooms
PF100154,3 BR Villa in DAMAC Hills,Villa,For Rent,Residential,112248,Yearly,3,3,1051,106.8,DAMAC Hills,Dubai,Mid-Tier,25.02777,55.238012,Semi-Furnished,Ready,Coldwell Banker,2024-10-27,2025-02-20,Premium,3 Bedrooms
PF100155,Studio Apartment in Arjan,Studio,For Rent,Residential,26677,Yearly,0,1,1829,14.59,Arjan,Dubai,Affordable,25.039873,55.201325,Unfurnished,Ready,Allsopp & Allsopp,2024-03-06,2025-02-20,Affordable,Studio
PF100156,2 BR Villa in DAMAC Hills,Villa,For Rent,Residential,47614,Yearly,2,2,3236,14.71,DAMAC Hills,Dubai,Mid-Tier,25.02822,55.24707,Semi-Furnished,Off-Plan,Engel & Völkers,2024-04-30,2025-02-20,Affordable,2 Bedrooms
PF100157,1 BR Apartment in Dubai Hills Estate,Apartment,For Rent,Residential,83991,Yearly,1,1,451,186.23,Dubai Hills Estate,Dubai,Mid-Tier,25.109769,55.228876,Furnished,Off-Plan,Driven Properties,2024-05-13,2025-02-20,Mid-Tier,1 Bedroom
PF100158,3 BR Penthouse in Dubai Sports City,Penthouse,For Rent,Residential,49921,Yearly,3,3,449,111.18,Dubai Sports City,Dubai,Affordable,25.048066,55.218822,Furnished,Off-Plan,Driven Properties,2024-08-01,2025-02-20,Affordable,3 Bedrooms
PF100159,2 BR Penthouse in Jumeirah Beach Residence,Penthouse,For Rent,Residential,123687,Yearly,2,2,2101,58.87,Jumeirah Beach Residence,Dubai,Luxury,25.084093,55.130633,Unfurnished,Off-Plan,Fäm Properties,2024-05-06,2025-02-20,Premium,2 Bedrooms
PF100160,2 BR Apartment in Dubai Sports City,Apartment,For Rent,Residential,47538,Yearly,2,2,623,76.3,Dubai Sports City,Dubai,Affordable,25.041612,55.234902,Semi-Furnished,Off-Plan,Fäm Properties,2024-05-03,2025-02-20,Affordable,2 Bedrooms
PF100161,Studio Apartment in Jumeirah Beach Residence,Studio,For Rent,Residential,63990,Yearly,0,1,1510,42.38,Jumeirah Beach Residence,Dubai,Luxury,25.07233,55.134952,Furnished,Off-Plan,Fäm Properties,2024-09-06,2025-02-20,Mid-Tier,Studio
PF100162,Studio Apartment in Al Nahda,Studio,For Rent,Residential,20908,Yearly,0,1,1744,11.99,Al Nahda,Dubai,Affordable,25.294197,55.378099,Furnished,Ready,Coldwell Banker,2024-12-24,2025-02-20,Affordable,Studio
PF100163,4 BR Villa in International City,Villa,For Rent,Residential,28530,Yearly,4,4,1519,18.78,International City,Dubai,Affordable,25.170273,55.417462,Furnished,Ready,Allsopp & Allsopp,2024-09-12,2025-02-20,Affordable,4 Bedrooms
PF100164,2 BR Townhouse in Al Barsha,Townhouse,For Rent,Residential,56781,Yearly,2,2,4996,11.37,Al Barsha,Dubai,Mid-Tier,25.099148,55.192469,Unfurnished,Off-Plan,Engel & Völkers,2024-09-18,2025-02-20,Mid-Tier,2 Bedrooms
PF100165,4 BR Villa in Dubai Marina,Villa,For Rent,Residential,216595,Yearly,4,4,3356,64.54,Dubai Marina,Dubai,Luxury,25.078461,55.143291,Furnished,Ready,Espace Real Estate,2024-06-07,2025-02-20,Luxury,4 Bedrooms
PF100166,4 BR Penthouse in Arjan,Penthouse,For Rent,Residential,53575,Yearly,4,4,1372,39.05,Arjan,Dubai,Affordable,25.050299,55.215081,Semi-Furnished,Off-Plan,Engel & Völkers,2024-05-20,2025-02-20,Mid-Tier,4 Bedrooms
PF100167,Studio Apartment in Jumeirah Lake Towers,Studio,For Rent,Residential,26947,Yearly,0,1,603,44.69,Jumeirah Lake Towers,Dubai,Mid-Tier,25.067641,55.148074,Furnished,Off-Plan,Fäm Properties,2024-09-15,2025-02-20,Affordable,Studio
PF100168,4 BR Townhouse in Dubai Marina,Townhouse,For Rent,Residential,171472,Yearly,4,4,1640,104.56,Dubai Marina,Dubai,Luxury,25.084736,55.148846,Furnished,Off-Plan,CBRE UAE,2024-12-23,2025-02-20,Premium,4 Bedrooms
PF100169,Studio Apartment in Al Barsha,Studio,For Rent,Residential,25585,Yearly,0,1,868,29.48,Al Barsha,Dubai,Mid-Tier,25.103235,55.19928,Semi-Furnished,Off-Plan,Engel & Völkers,2024-08-03,2025-02-20,Affordable,Studio
PF100170,1 BR Apartment in Dubai Production City,Apartment,For Rent,Residential,18307,Yearly,1,1,1566,11.69,Dubai Production City,Dubai,Affordable,25.032063,55.200339,Semi-Furnished,Off-Plan,Coldwell Banker,2024-10-03,2025-02-20,Affordable,1 Bedroom
PF100171,Studio Apartment in DAMAC Hills,Studio,For Rent,Residential,29106,Yearly,0,1,1598,18.21,DAMAC Hills,Dubai,Mid-Tier,25.030147,55.239799,Semi-Furnished,Off-Plan,Espace Real Estate,2025-01-14,2025-02-20,Affordable,Studio
PF100172,4 BR Villa in Dubai Production City,Villa,For Rent,Residential,73737,Yearly,4,4,1407,52.41,Dubai Production City,Dubai,Affordable,25.032752,55.204214,Furnished,Ready,Driven Properties,2024-02-29,2025-02-20,Mid-Tier,4 Bedrooms
PF100173,1 BR Townhouse in Dubai Hills Estate,Townhouse,For Rent,Residential,62686,Yearly,1,1,3184,19.69,Dubai Hills Estate,Dubai,Mid-Tier,25.12285,55.238378,Furnished,Off-Plan,Provident Estate,2024-06-25,2025-02-20,Mid-Tier,1 Bedroom
PF100174,2 BR Villa in Dubai Production City,Villa,For Rent,Residential,40032,Yearly,2,2,2830,14.15,Dubai Production City,Dubai,Affordable,25.036389,55.187869,Furnished,Ready,Espace Real Estate,2024-12-25,2025-02-20,Affordable,2 Bedrooms
PF100175,4 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,416623,Yearly,4,4,687,606.44,Arabian Ranches,Dubai,Luxury,25.059805,55.259967,Semi-Furnished,Off-Plan,Provident Estate,2024-02-24,2025-02-20,Luxury,4 Bedrooms
PF100176,3 BR Apartment in DAMAC Hills,Apartment,For Rent,Residential,99166,Yearly,3,3,1486,66.73,DAMAC Hills,Dubai,Mid-Tier,25.030138,55.236842,Semi-Furnished,Off-Plan,Driven Properties,2024-06-05,2025-02-20,Mid-Tier,3 Bedrooms
PF100177,Studio Apartment in Al Nahda,Studio,For Rent,Residential,20282,Yearly,0,1,545,37.21,Al Nahda,Dubai,Affordable,25.285062,55.377712,Furnished,Off-Plan,Savills UAE,2024-09-25,2025-02-20,Affordable,Studio
PF100178,2 BR Townhouse in Business Bay,Townhouse,For Rent,Residential,92804,Yearly,2,2,3179,29.19,Business Bay,Dubai,Mid-Tier,25.194707,55.257615,Semi-Furnished,Ready,Fäm Properties,2024-08-08,2025-02-20,Mid-Tier,2 Bedrooms
PF100179,3 BR Apartment in Al Barsha,Apartment,For Rent,Residential,66634,Yearly,3,3,2141,31.12,Al Barsha,Dubai,Mid-Tier,25.103458,55.191336,Unfurnished,Off-Plan,Provident Estate,2024-06-28,2025-02-20,Mid-Tier,3 Bedrooms
PF100180,2 BR Townhouse in Dubai Hills Estate,Townhouse,For Rent,Residential,76392,Yearly,2,2,1655,46.16,Dubai Hills Estate,Dubai,Mid-Tier,25.113865,55.238294,Unfurnished,Off-Plan,Betterhomes,2024-10-13,2025-02-20,Mid-Tier,2 Bedrooms
PF100181,3 BR Penthouse in Dubai Marina,Penthouse,For Rent,Residential,127862,Yearly,3,3,1181,108.27,Dubai Marina,Dubai,Luxury,25.082167,55.131273,Unfurnished,Off-Plan,Driven Properties,2024-06-24,2025-02-20,Premium,3 Bedrooms
PF100182,Studio Apartment in Dubai Production City,Studio,For Rent,Residential,25880,Yearly,0,1,740,34.97,Dubai Production City,Dubai,Affordable,25.032719,55.203649,Unfurnished,Off-Plan,Betterhomes,2024-08-06,2025-02-20,Affordable,Studio
PF100183,Studio Apartment in Deira,Studio,For Rent,Residential,19343,Yearly,0,1,1097,17.63,Deira,Dubai,Affordable,25.26695,55.305272,Semi-Furnished,Off-Plan,CBRE UAE,2024-08-16,2025-02-20,Affordable,Studio
PF100184,4 BR Apartment in Mirdif,Apartment,For Rent,Residential,65148,Yearly,4,4,696,93.6,Mirdif,Dubai,Mid-Tier,25.218978,55.424098,Semi-Furnished,Off-Plan,Espace Real Estate,2024-07-23,2025-02-20,Mid-Tier,4 Bedrooms
PF100185,4 BR Penthouse in Jumeirah Lake Towers,Penthouse,For Rent,Residential,116659,Yearly,4,4,464,251.42,Jumeirah Lake Towers,Dubai,Mid-Tier,25.059506,55.132841,Unfurnished,Off-Plan,Espace Real Estate,2024-07-20,2025-02-20,Premium,4 Bedrooms
PF100186,4 BR Villa in Arabian Ranches,Villa,For Rent,Residential,323961,Yearly,4,4,2959,109.48,Arabian Ranches,Dubai,Luxury,25.04655,55.279212,Semi-Furnished,Off-Plan,CBRE UAE,2024-07-03,2025-02-20,Luxury,4 Bedrooms
PF100187,4 BR Penthouse in Dubai Sports City,Penthouse,For Rent,Residential,66970,Yearly,4,4,2245,29.83,Dubai Sports City,Dubai,Affordable,25.049315,55.222367,Furnished,Off-Plan,Savills UAE,2025-01-10,2025-02-20,Mid-Tier,4 Bedrooms
PF100188,Studio Apartment in Jumeirah Village Circle,Studio,For Rent,Residential,37059,Yearly,0,1,2243,16.52,Jumeirah Village Circle,Dubai,Affordable,25.054411,55.211112,Semi-Furnished,Ready,Betterhomes,2024-11-23,2025-02-20,Affordable,Studio
PF100189,3 BR Villa in DAMAC Hills,Villa,For Rent,Residential,101227,Yearly,3,3,3464,29.22,DAMAC Hills,Dubai,Mid-Tier,25.020256,55.244415,Semi-Furnished,Ready,Provident Estate,2024-02-17,2025-02-20,Premium,3 Bedrooms
PF100190,3 BR Townhouse in Palm Jumeirah,Townhouse,For Rent,Residential,347736,Yearly,3,3,1590,218.7,Palm Jumeirah,Dubai,Luxury,25.110659,55.133078,Semi-Furnished,Off-Plan,Betterhomes,2024-10-14,2025-02-20,Luxury,3 Bedrooms
PF100191,4 BR Villa in Business Bay,Villa,For Rent,Residential,137637,Yearly,4,4,3012,45.7,Business Bay,Dubai,Mid-Tier,25.195162,55.264567,Unfurnished,Ready,Engel & Völkers,2024-08-11,2025-02-20,Premium,4 Bedrooms
PF100192,2 BR Townhouse in Dubai Production City,Townhouse,For Rent,Residential,41531,Yearly,2,2,2515,16.51,Dubai Production City,Dubai,Affordable,25.036302,55.189845,Unfurnished,Off-Plan,Provident Estate,2024-06-06,2025-02-20,Affordable,2 Bedrooms
PF100193,2 BR Villa in Jumeirah Village Circle,Villa,For Rent,Residential,60342,Yearly,2,2,2947,20.48,Jumeirah Village Circle,Dubai,Affordable,25.058696,55.20921,Unfurnished,Ready,Savills UAE,2024-06-20,2025-02-20,Mid-Tier,2 Bedrooms
PF100194,3 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,60979,Yearly,3,3,1713,35.6,Dubai Production City,Dubai,Affordable,25.043192,55.202092,Furnished,Off-Plan,Allsopp & Allsopp,2024-06-28,2025-02-20,Mid-Tier,3 Bedrooms
PF100195,3 BR Townhouse in International City,Townhouse,For Rent,Residential,50985,Yearly,3,3,4274,11.93,International City,Dubai,Affordable,25.15758,55.420459,Semi-Furnished,Off-Plan,Espace Real Estate,2024-06-18,2025-02-20,Mid-Tier,3 Bedrooms
PF100196,4 BR Villa in Jumeirah Beach Residence,Villa,For Rent,Residential,175168,Yearly,4,4,765,228.98,Jumeirah Beach Residence,Dubai,Luxury,25.079597,55.133521,Furnished,Ready,Allsopp & Allsopp,2024-12-23,2025-02-20,Premium,4 Bedrooms
PF100197,2 BR Penthouse in Bur Dubai,Penthouse,For Rent,Residential,28430,Yearly,2,2,863,32.94,Bur Dubai,Dubai,Affordable,25.243304,55.298207,Unfurnished,Off-Plan,Engel & Völkers,2024-04-21,2025-02-20,Affordable,2 Bedrooms
PF100198,2 BR Townhouse in Jumeirah Lake Towers,Townhouse,For Rent,Residential,57333,Yearly,2,2,834,68.74,Jumeirah Lake Towers,Dubai,Mid-Tier,25.076759,55.131889,Furnished,Ready,Espace Real Estate,2024-11-20,2025-02-20,Mid-Tier,2 Bedrooms
PF100199,1 BR Apartment in Bur Dubai,Apartment,For Rent,Residential,35711,Yearly,1,1,2329,15.33,Bur Dubai,Dubai,Affordable,25.246926,55.30218,Furnished,Ready,Driven Properties,2024-06-28,2025-02-20,Affordable,1 Bedroom
PF100200,4 BR Apartment in DAMAC Hills,Apartment,For Rent,Residential,107935,Yearly,4,4,1465,73.68,DAMAC Hills,Dubai,Mid-Tier,25.026387,55.243626,Unfurnished,Ready,CBRE UAE,2024-10-26,2025-02-20,Premium,4 Bedrooms
PF100201,2 BR Villa in Al Nahda,Villa,For Rent,Residential,19521,Yearly,2,2,3058,6.38,Al Nahda,Dubai,Affordable,25.28515,55.378578,Semi-Furnished,Ready,Betterhomes,2024-06-11,2025-02-20,Affordable,2 Bedrooms
PF100202,2 BR Villa in Dubai Silicon Oasis,Villa,For Rent,Residential,30150,Yearly,2,2,3671,8.21,Dubai Silicon Oasis,Dubai,Affordable,25.12744,55.381706,Unfurnished,Ready,Espace Real Estate,2024-03-16,2025-02-20,Affordable,2 Bedrooms
PF100203,3 BR Townhouse in Business Bay,Townhouse,For Rent,Residential,139596,Yearly,3,3,2382,58.6,Business Bay,Dubai,Mid-Tier,25.175337,55.262671,Unfurnished,Off-Plan,Driven Properties,2024-09-16,2025-02-20,Premium,3 Bedrooms
PF100204,4 BR Apartment in DAMAC Hills,Apartment,For Rent,Residential,100711,Yearly,4,4,1772,56.83,DAMAC Hills,Dubai,Mid-Tier,25.031155,55.232042,Unfurnished,Off-Plan,Espace Real Estate,2024-04-01,2025-02-20,Premium,4 Bedrooms
PF100205,4 BR Townhouse in Deira,Townhouse,For Rent,Residential,63928,Yearly,4,4,1311,48.76,Deira,Dubai,Affordable,25.272474,55.318313,Semi-Furnished,Ready,Provident Estate,2024-08-07,2025-02-20,Mid-Tier,4 Bedrooms
PF100206,3 BR Villa in Business Bay,Villa,For Rent,Residential,101780,Yearly,3,3,3410,29.85,Business Bay,Dubai,Mid-Tier,25.183517,55.265985,Semi-Furnished,Ready,Provident Estate,2024-09-29,2025-02-20,Premium,3 Bedrooms
